,birth_date,gender,area,title,specialization,salary,education_level,education,language,experience,skill_set,skills
138,27,Мужчина,Турция,Java Developer,"Программист, разработчик",,Высшее образование (Бакалавр),,"['Русский', 'Английский']",0,"[""['Java SE'"", "" 'ООП'"", "" 'Java Servlets'"", "" 'JDBC'"", "" 'XML'"", "" 'Git'"", "" 'JPA'"", "" 'Spring MVC'"", "" 'PostgreSQL'"", "" 'Spring data'"", "" 'Hibernate ORM'"", "" 'docker'"", "" 'Spring boot'"", "" 'SQL'"", "" 'integration and unit-testing'"", "" 'Spring IoC'"", "" 'Design Patterns'"", "" 'dropwizard'"", "" 'Google guice'"", "" 'Google cloud']""]",
139,25,Женщина,Турция,Контент-менеджер удалённо,"Режиссер, сценарист",,Высшее образование,,"['Русский', 'Английский']",1,"[""['Маркетинговые исследования'"", "" 'Участие в профессиональных выставках'"", "" 'Наполнение контентом'"", "" 'MS PowerPoint'"", "" 'CMS Wordpress'"", "" 'CorelDRAW'"", "" '1С: Предприятие 8'"", "" 'Организация мероприятий'"", "" 'Поиск информации в интернет'"", "" 'Холодные звонки'"", "" 'Социальные сети'"", "" 'Ценообразование'"", "" 'Составление договоров'"", "" 'Интервьюирование'"", "" 'Проведение опросов'"", "" 'Анализ рынка'"", "" 'Мониторинг рынка'"", "" 'Редактирование текстов'"", "" 'Ведение групп в социальных сетях'"", "" 'Телефонное интервью']""]",
140,31,Мужчина,Турция,Суши-повар,"Повар, пекарь, кондитер",,Неоконченное высшее образование,6,['Русский'],0,"[""['Общественное питание'"", "" 'Чистоплотность'"", "" 'Желание обучаться'"", "" 'Дружелюбность'"", "" 'Поварское дело'"", "" 'Выносливость']""]",
141,,Мужчина,Турция,CG Artist / Motion designer,"Дизайнер, художник",,Высшее образование,1,"['Русский', 'Английский']",1,"[""['Cinema 4D'"", "" 'Adobe Photoshop'"", "" 'Adobe Illustrator'"", "" 'Дизайн'"", "" 'Цветокоррекция'"", "" 'Adobe After Effect'"", "" 'Final Cut'"", "" 'Обработка видео'"", "" 'Монтаж звука'"", "" 'Видеомонтаж'"", "" 'eyeon Fusion'"", "" 'Mocha'"", "" 'PFTrack'"", "" 'Boujou'"", "" 'Производство рекламных роликов'"", "" 'Full Dome'"", "" 'купольное видео'"", "" 'Adobe Premier Pro'"", "" '3D-графика'"", "" 'Разработка концепции'"", "" 'Abobe Audition']""]","Showreel 2022
https://youtu.be/VBLduKeHRm4
Showreel 2020
https://youtu.be/XCJbDdkgM24
Software:
Houdini, Cinema 4D, Blender, After Effects, RedShift, Nuke, Premiere Pro, Photoshop, Illustrator, Figma, DaVinci Resolve, UE4, Unity,  Abobe Audition, DazStudio, Python etc."
142,34,Мужчина,Турция,Менеджер по закупкам,Менеджер по закупкам,,Высшее образование,4,"['Русский', 'Английский']",0,"[""['MS Excel'"", "" 'MS Word'"", "" 'Adobe Photoshop'"", "" 'Пользователь ПК'"", "" 'Windows 7'"", "" 'MS PowerPoint'"", "" '1С: Предприятие 8'"", "" 'MS Outlook'"", "" 'Грамотная речь'"", "" 'Организаторские навыки'"", "" 'Деловая переписка'"", "" 'Работа в команде'"", "" 'SQL'"", "" 'Телефонные переговоры'"", "" 'Заключение договоров'"", "" 'Активные продажи'"", "" 'Поиск и привлечение клиентов'"", "" 'Поиск информации в интернет'"", "" 'Управление продажами'"", "" 'Развитие продаж']""]","С 2013 занимался закупочной деятельностью, в том или ином виде работая в крупнейшем Российском ритейлере АО Тандер - закупка товара, контроль и пополнение остатков на РЦ по всей стране, ведение проекта в части отчетности для совета директоров по внедрению новой схемы ввода и вывода продукции на торговых точках, с 2018 по 2021 работал категорийным менеджером в стартапе Оптовое направление Магнит, занимался развитием категорий напитки, алкоголь. Последний год занимался оптовыми продажами с РЦ в том же оптовом направление АО Тандер. Имею богатый опыт ведения переговоров устных и письменных с крупнейшими поставщиками(КокаКола, Пепси, ОПХ, СанИнБев, Балтика) и оптовыми клиентами. Имею большой опыт сопровождения заказов, полный цикл от ценообразования и размещения заказа поставщику до выставления счета и отгрузки клиенту. Принимал участие в написание большого кол-ва бизнес процессов по автоматизации рабочей деятельности.
Так же, в начале года прошел курс по анализу ниш для маркетплейсов по средствам программ Маяк и MPSTATS
Нахожусь в курсе новостной повестки, современных трендов, как в бизнесе, так и в медиа. Люблю активный досуг: бассейн, бег, велосипед, йога, треккинг. Много читаю, регулярно занимаюсь с репетитором по английскому."
143,37,Мужчина,Латвия,Руководитель/Менеджер,Руководитель отдела продаж,,Неоконченное высшее образование,12,"['Русский', 'Английский', 'Латышский']",0,"[""['Поиск и привлечение клиентов'"", "" 'Навыки продаж'"", "" 'Консультативные продажи'"", "" 'Водительское удостоверение категории B'"", "" 'Клиентоориентированность'"", "" 'Работа с жалобами клиентов'"", "" 'Консультирование клиентов'"", "" 'оформление документации'"", "" 'Пользователь ПК'"", "" 'Ведение переговоров'"", "" 'Активные продажи'"", "" 'работа с текущей базой клиентов'"", "" 'Управление продажами'"", "" 'Заключение договоров'"", "" 'Организаторские навыки'"", "" 'Навыки презентации'"", "" 'Прямые продажи'"", "" 'Работа в команде'"", "" 'Телефонные переговоры'"", "" 'Деловое общение'"", "" 'Грамотная речь'"", "" 'Деловая переписка'"", "" 'Управление проектами'"", "" 'B2B Продажи'"", "" 'Планирование продаж'"", "" 'Управление персоналом'"", "" 'Обучение персонала'"", "" 'Деловая коммуникация'"", "" 'Делопроизводство'"", "" 'Руководство коллективом']""]","Я общительный и энергичный человек, быстро и легко учусь, пунктуальный, аккуратный, ответственный, добросовестный, коммуникабельный. Не боюсь брать на себя ответственность. Плохих привычек нет!
Хобби Авто и Футбол(с 10лет занимаюсь)
Планирую переезд."
144,30,Женщина,Турция,Переводчик с английского языка,Переводчик,,Высшее образование,4,"['Русский', 'Английский', 'Турецкий']",0,"[""['B2C продажи'"", "" 'Перевод договоров'"", "" 'Перевод художественной литературы'"", "" 'Письменный перевод'"", "" 'Переводчик'"", "" 'Преподавание'"", "" 'SmartCAT']""]",
145,31,Женщина,Турция,Специалист со знанием турецкого языка,Переводчик,,Высшее образование,4,"['Русский', 'Английский', 'Турецкий', 'Чувашский']",0,"[""['Консультант плюс'"", "" 'Internet'"", "" 'Письменный перевод'"", "" 'Перевод'"", "" 'Перевод художественной литературы'"", "" 'Последовательный перевод'"", "" 'Устный перевод'"", "" 'Ведение переписки на иностранном языке'"", "" 'Редактирование текстов на иностранном языке'"", "" 'MS Office'"", "" 'MS Word'"", "" 'ms exel'"", "" 'MS Access'"", "" 'Adobe Photoshop'"", "" 'Technical Translation'"", "" 'Written Translation'"", "" 'Oral Translation'"", "" 'Кассовые операции'"", "" 'Первичная документация'"", "" '1С: Предприятие 8'"", "" '1С: Торговля'"", "" 'Пользователь ПК'"", "" 'Авансовые отчеты'"", "" 'Первичная бухгалтерская документация'"", "" '1С: Производство'"", "" '1С: Бухгалтерия'"", "" '1C: Бухгалтерия'"", "" 'Инвентаризация'"", "" 'Работа в команде'"", "" 'Офисная техника']""]","Знание трудового и налогового законодательства, умение пользоваться кодексами, интернетом;
Уверенный пользователь ПК, пакеты программ MS Office (Word, Exel, Access, Paint, PowerPoint), 1С версии 7.7, 8.1;
Знание Internet, ГАРАНТ, Консультант Плюс;
Умение пользоваться Smartcat;
Навыки работы с оргтехникой: принтер, факс, сканер, ксерокс; ККМ;           
Личные качества:
- ответственность, внимательность, честность;
- аккуратность;
- целеустремленность, стремление совершенствовать профессиональные навыки, расти в личностном и профессиональном  плане;
- быстрый поиск нужной информации в интернете;
- вредных привычек не имею;
- быстро обучаюсь новому, умею работать в команде.
Я не работаю в РФ с марта 2014 года, так как был переезд в другую страну. В течении 8 лет проживаю в Турции, в городе Стамбул. Владею турецким языком свободно, грамотно пишу и перевожу."
146,37,Женщина,Турция,"Оператор call-центра, Оператор ПК (Удаленно на дому)","Оператор call-центра, специалист контактного центра",,Неоконченное высшее образование,1,"['Русский', 'Английский', 'Турецкий']",0,"[""['входящие звонки'"", "" 'исходящие звонки'"", "" 'Консультирование клиентов по телефону'"", "" 'оформление заказов'"", "" 'работа с физическими лицами'"", "" 'Навыки продаж'"", "" 'Консультирование'"", "" 'обработка входящей корреспонденции'"", "" 'Ведение переговоров'"", "" 'Пользователь ПК'"", "" 'Транскрибация'"", "" 'amoCRM'"", "" 'Битрикс24']""]","Уверенный пользователь ПК, умею достигать поставленных целей, стрессоустойчива, коммуникабельна, умею находить общий язык с собеседником, внимательна к деталям.
Вместе с тем человек достаточно творческий. Училась в музыкальной школе и музыкальном колледже по классу виолончели.
Любимое занятие в свободное время - фотография и монтаж видео. 
В данный момент рассматриваю вакансии с возможностью работать удаленно из дома."
147,27,Мужчина,Москва,Инженер-строитель ПГС,"Прораб, мастер СМР",,Высшее образование (Бакалавр),0,"['Кыргызский', 'Казахский', 'Русский', 'Турецкий', 'Узбекский']",1,"[""['AutoCAD'"", "" 'ArchiCAD'"", "" 'MS Outlook'"", "" 'Пользователь ПК'"", "" 'MS Office']""]","Способность к обучению, умение работать в коллективе, целеустремленность,ответственность, желание совершенствоваться в профессиональной сфере, высокая работа способность."
148,22,Женщина,Турция,"Трансфермен,турагент.",Менеджер по туризму,,Среднее специальное образование,,"['Русский', 'Английский', 'Турецкий']",1,"[""['Туристический менеджмент'"", "" 'Способность к деловому общению'"", "" 'Бронирование туров'"", "" 'Грамотная речь'"", "" 'Телефонные переговоры'"", "" 'Поиск информации в интернет'"", "" 'Поиск и привлечение клиентов'"", "" 'Международный туризм'"", "" 'Английский язык'"", "" 'Проведение презентаций'"", "" 'Мобильность'"", "" 'Организационные навыки'"", "" 'Организаторские навыки'"", "" 'Экскурсионный туризм'"", "" 'Гостиницы'"", "" 'Креативность'"", "" 'Организация мероприятий'"", "" 'Публичные выступления'"", "" 'Проведение праздников']""]","1)Амбициозная
2)Целеустремлённая 
3)Стрессоустойчивая
4)Люблю с каждым днем узнавать что-то новое и развиваться в новых сферах деятельности
5)Изучаю иностранные языки
6)Периодически занимаюсь event-menegmentom.
7)Люблю коммуницировать с новыми интересными личностями у которых могу перенять полезный опыт.
8)Ответственная
9)Боязнь сцены и боязнь камеры не присутствует,периодически выступаю перед большими аудиториями в роли спикера.
Хобби:
1)Написание книг
2)Изучение иностранных языков
3)Организация мероприятий"
149,49,Male,Turkey,Front End Developer / React -Redux /Angular 2+ / Javascript ES5-ES6 / HTML / CSS,"Programmer, developer",,Higher education (bachelor),18,"['Turkish', 'English', 'German']",1,"[""['React'"", "" 'Redux'"", "" 'jQuery'"", "" 'CSS'"", "" 'Bootstrap'"", "" 'ASP.NET MVC'"", "" 'Git'"", "" 'SVN'"", "" 'MySQL'"", "" 'Node.js'"", "" 'WebPack'"", "" 'Gulp'"", "" 'REST'"", "" 'Material UI'"", "" 'JavaScript'"", "" 'Scrum'"", "" 'HTML'"", "" 'Flash Actionscript'"", "" 'Design Patterns'"", "" 'PHP5'"", "" 'Android'"", "" 'Adobe Photoshop'"", "" 'Adobe Illustrator'"", "" 'OOP'"", "" 'SPA'"", "" 'Teamleading'"", "" 'Visual Studio C#'"", "" 'Presentation skills']""]",
150,24,Женщина,Турция,BI Аналитик,Аналитик,,Высшее образование,,"['Русский', 'Английский']",0,"[""['Power BI'"", "" 'MS Excel'"", "" 'Английский язык'"", "" 'MS SQL'"", "" 'Tableau'"", "" 'Google Data Studio'"", "" 'DAX']""]","Мои личные качества:
Быстрая обучаемость
Внимательность к деталям
Ответственность"
151,33,Женщина,Турция,Менеджер по продажам,"Менеджер по продажам, менеджер по работе с клиентами",,Высшее образование,4,"['Русский', 'Английский', 'Испанский', 'Турецкий']",0,"[""['Телефонные переговоры'"", "" 'Прямые продажи'"", "" 'MS Excel'"", "" 'MS Word'"", "" 'B2B Продажи'"", "" 'Английский язык'"", "" 'B2C продажи'"", "" '1С-Битрикс'"", "" 'Пользователь ПК'"", "" 'Деловая переписка'"", "" 'amoCRM']""]","Живу в режиме многозадачности всю свою жизнь. Прокачивала стрессоустойчивость в продажах и колл-центре. 80 lvl по установлению доверительных контактов с кем угодно. Люди-это ценность. Хороший коллектив важен. Справедливое руководство тоже. Ищу работу не только ради денег, но и деньги имеют значение. Уровень личной ответственности в порядке. Полна энергии и готова сворачивать горы. Работа мечты найдись!😁🙏"
152,33,Мужчина,Турция,PHP-разработчик,"Программист, разработчик",,Высшее образование,4,"['Русский', 'Английский']",0,"[""['ООП1'"", "" 'Yii2'"", "" 'PHP'"", "" 'Sql/Субд'"", "" 'Html"", ' Css', ' Js', "" Vue.js на уровне beckend'"", "" 'Git/Gitflow'"", "" '1С/24 Bitrix'"", "" 'Elasticsearh']""]","Рассматриваю backend разработку при необходимости готов изучить новый php
framework/cms, язык. Либо удалённую работу, либо переезд с релаксационным пакетом. При выборе работы смотрю на наличие команды на проекте, на сам проект, присутствие расширенного социального пакета и наличие премирования.
Помимо работы занимаюсь спортом именно плаванием и стараюсь чаще путешествовать."
153,22,Мужчина,Турция,Менеджер по продажам,"Менеджер по продажам, менеджер по работе с клиентами",,Образование,[],['Русский'],0,"[""['Ведение переговоров'"", "" 'Грамотная речь'"", "" 'B2C продажи'"", "" 'Пользователь ПК'"", "" 'Навыки продаж'"", "" 'Работа в команде'"", "" 'Инициативность']""]","Умею принимать быстрые решения, быстрообучаемый, ловлю нужную скорость, найду нужный подход в любом коллективе, стрессоустойчивый, целеустремлённый. 
Уверенный пользователь ПК (Zoom, Skype, Word, Excel, Photoshop, CRM Bitrix24, AMO CRM, Adobe, Google, администрирование сайтов)
Из хобби: увлекаюсь фотографией, снимаю небольшие тревел видео."
154,38,Женщина,Красноярск,Главный менеджер по работе с клиентами. Помощник психолога,Менеджер по работе с партнерами,,Высшее образование,,['Русский'],0,"[""['Умение везти переговоры'"", "" 'Организации мероприятий'"", "" 'Выявление потребностей клиентов'"", "" 'Проводить переговоры'"", "" 'Организация и управление'"", "" 'Написание постов']""]","Ответственность,  креативность, внимание к деталям, пунктуальность, творческий подход, умение работать в команде, брать ответственность,  лидерство- умение вести за собой  , коммуникабельность и организация рабочего процесса."
155,29,Женщина,Турция,Куратор,Другое,,Среднее специальное образование,3,"['Русский', 'Английский', 'Турецкий']",0,"[""['Английский язык'"", "" 'Стандарты гостеприимства'"", "" 'Организаторские навыки'"", "" 'Урегулирование конфликтов'"", "" 'Управление персоналом'"", "" 'Организация мероприятий'"", "" 'Обучение персонала'"", "" 'Internet'"", "" 'Документооборот'"", "" 'Ведение отчетности'"", "" 'MS Office'"", "" 'Слепая печать'"", "" 'Деловая коммуникация'"", "" 'Работа в команде'"", "" 'Индивидуальное обучение'"", "" 'Групповое обучение'"", "" 'Adobe'"", "" 'Tilda'"", "" 'Figma'"", "" 'Видеомонтаж'"", "" 'Adobe Photoshop']""]","Оформлена самозанятость. Английский - B2, турецкий - B2, слепой метод печати (на русском и на английском), отличное знание ПК и смартфона, большой опыт работы с людьми, спокойно работаю с претензиями, лояльная. Люблю и умею обучать. Отлично балансирую между дружелюбностью и работой. Предпочитаю работу для души, в которую можно вложиться всем сердцем. Ищу полностью удалённую работу, так как проживаю за рубежом. "
156,37,Женщина,Турция,Менеджер ,"Менеджер по продажам, менеджер по работе с клиентами",,Среднее специальное образование,12,"['Русский', 'Английский', 'Турецкий']",1,"[""['MS Excel'"", "" 'MS Word'"", "" 'MS Outlook'"", "" 'MS PowerPoint'"", "" 'CRM'"", "" 'AutoCAD'"", "" 'Adobe Acrobat'"", "" 'Mail Server'"", "" 'Consultant Plus'"", "" 'Drive'"", "" 'amoCRM']""]","Продвинутый пользователь компьютера, пользователь оргтехники: телефон, факс, принтер, плотер, сканер.
Личные качества: 
- ответственность, 
- целеустремленность, 
- аккуратность в работе, 
- легко обучаема,
- стрессоустойчивость, 
- желание обучаться. 
В данное время проживаю в Турции. 
Телефон для звонков и WhatsApp в Турции
+90 (531) 774 04 88. 
WhatsApp: +7 (902) 63 68 400
Skype: yulya.zorina
E-mail: yulya-zorina@mail.ru"
157,36,Мужчина,Турция,Технический специалист,"Сервисный инженер, инженер-механик",,Высшее образование,9,"['Узбекский', 'Английский', 'Русский', 'Турецкий']",0,"[""['6 лет опыта работы в международной организации'"", "" 'Общение с иностранцами на английском и турецком языках'"", "" 'Преподавание информатики на английском языке'"", "" 'Отличное знание MS Excel"", "" работа с формулами']""]","- Отличное владение пакетом Microsoft Office;
- Отличное знание графических приложений Adobe Photoshop и CorelDraw.
- Сборка ПК и ремонт на уровне замены комплектующих.
- Установка и настройка операционных систем.
- Организация и диагностика сетей LAN, WLAN, WAN.
- Настройка и администрирование активного сетевого оборудования.
- Поиск и устранение неисправностей в работе сети передачи данных.
- Знание C++ на уровне решения логических и математических задач.
- Практическое знание сознания веб сайтов на HTML, CSS, JavaScript.
- Готовые проекты на CMS Joomla."
158,23,Мужчина,Турция,Product marketing manager,Руководитель проектов,,Высшее образование (Магистр),,"['Русский', 'Английский', 'Испанский']",1,"[""['Miro'"", "" 'API'"", "" 'Trello'"", "" 'IDEF0'"", "" 'Jira'"", "" 'WordPress'"", "" 'Планирование рекламных кампаний'"", "" 'Digital Marketing'"", "" 'Account Management'"", "" 'Анализ рынка'"", "" 'Запуск новых продуктов'"", "" 'Стратегический маркетинг'"", "" 'Scrum'"", "" 'Agile Project Management'"", "" 'Разработка технических заданий'"", "" 'Управление разработкой'"", "" 'Методология проектов'"", "" 'Контроль качества'"", "" 'Формирование ТЗ для разработки'"", "" 'Управление бюджетом проекта'"", "" 'Организаторские навыки'"", "" 'Team management'"", "" 'Формирование проектной команды'"", "" 'Управление бизнес процессами'"", "" 'Управление продуктом'"", "" 'Прототипирование'"", "" 'A/B тесты'"", "" 'CJM'"", "" 'CustDev'"", "" 'User Story']""]","Мой опыт работы продукт менеджером/проджект менеджером в целом составляет 3 года. За это время я вырос х10 раз, но не готов останавливаться на достигнутом. У меня есть хороший опыт руководства командой до 20 человек, внедрение и развитие, как действующих так и новых продуктов.
Системный подход к работе
Целостное понимание маркетинга и разработки
Компетентен в широком спектре областей, целеустремлен, люблю трудные задачи, саморазвитие изо дня в день. "
159,,Женщина,Турция,Менеджер по закупкам (ВЭД) \ Байер,Менеджер по закупкам,,Высшее образование,18,"['Русский', 'Английский', 'Турецкий']",1,"[""['Закупки'"", "" 'Таможенное оформление'"", "" 'Управление запасами'"", "" 'Ценообразование'"", "" 'Претензионная работа'"", "" 'Планирование продаж'"", "" 'Мерчандайзинг'"", "" 'Логистический менеджмент'"", "" 'Бюджетирование закупок'"", "" 'Управление ассортиментом'"", "" 'Прогнозирование'"", "" 'Управление поставками'"", "" 'Сертификация продукции'"", "" 'Торговый маркетинг'"", "" 'Импортные операции'"", "" 'Экспортные операции'"", "" 'ВЭД'"", "" 'Работа с поставщиками'"", "" 'Налаженные связи с производителями']""]","● Знание специфики построения логистической системы на предприятии, понимание процессов внутренней и внешней логистики, ВЭД и таможенного оформления, торгово-закупочных операций (импорт\экспорт);
● Знание логистических аспектов деятельности предприятия (закупки, запасы, складирование, перевозка, хранение, финансовые потоки), управления ассортиментом, стратегическое планирование и оперативное управление товарными запасами;
● Навыки ведения переговоров на разных уровнях, умение выстраивать долгосрочные, взаимовыгодные отношения с контрагентами (клиенты\поставщики\производители и т.д.);
● Опыт вывода на рынок новых категорий\товаров, знания основ организации работы по формированию спроса и стимулированию сбыта в вверенном рынке по разным категориям товарных групп, анализ конъюнктуры рынка, умение обрабатывать и анализировать большой номенклатурный объем ТМЦ разных категорий;
● Разработка регламентов и знание нормативно-правовой документации, законодательства в области перевозок и закупок;
● Уверенный пользователь ПК: Microsoft Office и пр.;
Умение планировать, прогнозировать, хорошие аналитические способности. Способна работать с большим объемом информации. Целеустремленная, решительная, системная, энергичная. Ориентирована на результат, желание и умение завершать начатое, лидерские качества. Способна обеспечить систематическое выполнение поставленных задач и плановых показателей.
**Общий трудовой стаж более 15-ти лет."
160,24,Мужчина,Турция,Менеджер,Другое,,Неоконченное высшее образование,,"['Русский', 'Английский']",0,"[""['Навыки межличностного общения'"", "" 'Многозадачность'"", "" 'Умение работать в команде'"", "" 'Коммуникабельность'"", "" 'Легкая обучаемость'"", "" 'Ответственность'"", "" 'Знание пк на уровне опытного пользователя'"", "" 'Аналитическое мышление'"", "" 'Креативность']""]","Имею бесконечное желание работать, повышать квалификацию и качество своей деятельности, быстро нахожу общий язык с людьми. Хочу найти то самое место куда буду приходить с улыбкой на лице и уходить с ней же. Ищу себя в разных сферах, пытаюсь нашупать то самое, что зацепит и где захочется оставлять всего себя. Есть трудовая книжка и военный билет."
161,29,Мужчина,Турция,Frontend-разработчик \ HTML верстальщик,"Программист, разработчик",,Высшее образование (Бакалавр),1,"['Русский', 'Английский']",0,"[""['Sass'"", "" 'Gulp'"", "" 'MySQL'"", "" 'Git'"", "" 'HTML5'"", "" 'CSS3'"", "" 'БЭМ'"", "" 'JavaScript'"", "" 'PHP'"", "" 'Адаптивная верстка'"", "" 'Flexbox'"", "" 'PixelPerfect'"", "" 'CMS Wordpress'"", "" 'Adobe Photoshop'"", "" 'Figma']""]","Меня зовут Алексей, я верстальщик.
Предпочитаю создавать отзывчивые и доступные на большом количестве устройств интерфейсы.
Работал в частном секторе, занимался доработкой и сопровождением интернет-магазина на CMS «OpenCart».
Стек используемых технологий: HTML5, CSS3, JavaScript, SCSS, БЭМ, Flexbox, Gulp, GIT.
Стремлюсь создавать красивые и удобные сайты.
Ссылка на Github: 
https://github.com/SalxS"
162,25,Мужчина,Турция,Программист Python,"Программист, разработчик",,Неоконченное высшее образование,,"['Русский', 'Английский']",1,"[""['Git'"", "" 'Linux'"", "" 'Python'"", "" 'Multithread Programming'"", "" 'С'"", "" 'TCP/IP'"", "" 'Асинхронное программирование']""]","Ориентирован на конечный результат - не хочу просто отбывать номер. Люблю учиться - делаю это быстро.
"
163,35,Female,Turkey,Manager,"Sales manager, account manager",,Higher education (bachelor),,"['Kazakh', 'English', 'Russian']",0,"[""['Negotiating'"", "" 'Business ethics'"", "" 'Team management'"", "" 'Excellent team player with good leadership skills'"", "" 'Flexibility and responsiveness'"", "" 'Time management'"", "" 'Knowledge of digital systems'"", "" 'Teamwork skills'"", "" 'Adaptability / Decisiveness'"", "" 'Hardworking']""]","Possession of good managerial and organizational skills; excellent communication and problem-solving skills; the ability to serve customers, along with the ability to solve a variety of tasks; ability to identify opportunities for saving and cutting costs; attention to detail; financial and accounting acumen; ability to find a way out of problem situations; high sense of responsibility and integrity."
164,37,Мужчина,Турция,"Главный специалист, Начальник отдела","Инженер-конструктор, инженер-проектировщик",,Высшее образование,9,"['Русский', 'Английский']",0,"[""['AutoCAD'"", "" 'SCAD'"", "" 'Разработка проектной документации'"", "" 'ЛИРА'"", "" 'Управление командой']""]","Навыки работы с компьютером, ПО:
AutoCAD, Лира, Scad, Word, Excel.
Навыки управления коллективом, умение чертить и читать чертежи, расчёт и конструирование металлических конструкций. Есть опыт архитектурного 3-D моделирования, права кат. В. 
Пунктуальный, ответственный, коммуникабельный, стрессоустойчивый.
В данный момент нахожусь в г. Силифке, провинция Мерсин.
Часть выполненных мной проектов (кроме ППР) https://yadi.sk/d/AEW9P4cAGtM7_A
"
165,30,Женщина,Турция,2D художник / 2D Artist / Concept Artist,"Дизайнер, художник",,Высшее образование (Бакалавр),3,"['Русский', 'Английский', 'Испанский']",1,"[""['Adobe Photoshop'"", "" 'Procreate'"", "" 'Визуализация'"", "" 'Blender'"", "" 'Figma'"", "" 'Unity'"", "" '2d художник'"", "" 'Иллюстрирование'"", "" 'Рисунок от руки'"", "" 'графический планшет'"", "" 'Графика'"", "" 'Художник'"", "" 'Разработка компьютерных Игр'"", "" 'цифровая живопись'"", "" 'Разработка концепции'"", "" 'концепт-художник'"", "" 'художник по окружению'"", "" 'Английский язык'"", "" 'Креативность'"", "" 'Графические редакторы'"", "" 'Работа в команде'"", "" 'иллюстратор'"", "" 'концепт арт'"", "" 'концепт художник'"", "" 'concept artist'"", "" 'фотобаш'"", "" 'Blender 3D'"", "" 'Illustration'"", "" 'Artist']""]","Портфолио:
https://www.artstation.com/victoriashatokhina
Профиль на LinkedIn:
https://www.linkedin.com/in/vishartwork/
В данный момент живу в Турции, c конца ноября в Сербии.
Мои знания и преимущества:
- Софт: Adobe Photoshop + графический планшет Wacom, Blender, Procreate, Figma,
- Опыт работы в разных стилистиках (казуалка, семи реализм, реализм, фотобаш, 3D+2D),
- Навык быстрого рисунка и скетчинга от руки,
- Отличные знания в области анатомии, перспективы, композиции, цвета,
- Хороший английский,
- Опыт работы в команде,
- Я очень люблю то, что делаю, а потому выкладываюсь всегда на полную."
166,30,Мужчина,Турция,Ведущий специалист по закупкам,Специалист по тендерам,,Высшее образование,,"['Русский', 'Английский']",0,"[""['223-фз'"", "" '44-фз'"", "" 'Приказ ФАС №67'"", "" 'Руководитель контрактной службы'"", "" 'Государственные закупки'"", "" 'Мониторинг цен'"", "" 'Контрактный управляющий'"", "" 'Планирование закупок'"", "" 'Высокая эффективность'"", "" 'Ведение отчетности'"", "" 'Тендеры'"", "" 'Закупка товаров и услуг'"", "" 'Управление персоналом'"", "" 'Ведение переговоров'"", "" 'Договорная работа'"", "" 'Деловая переписка'"", "" 'Составление договоров'"", "" 'Проведение тендеров'"", "" 'Бюджетирование закупок'"", "" 'Пользователь ПК'"", "" 'Работа в команде'"", "" 'MS PowerPoint'"", "" 'Руководство коллективом'"", "" 'Телефонные переговоры'"", "" 'Грамотная речь'"", "" 'Деловая коммуникация'"", "" 'приватизация'"", "" '178-фз'"", "" '860-ПП'"", "" 'Работа с большим объемом информации']""]","Обладаю аналитическим складом ума, стрессоустойчив, выполняю монотонную работу качественно и без ошибок, легко обучаем, являюсь продвинутым пользователем ПК, разносторонне развит, ответственный, пунктуальный, занимаюсь спортом, не имею вредных привычек."
167,,Мужчина,Турция,Ведущий менеджер по подбору персонала/Рекрутер (Удаленно)/IT,Менеджер по персоналу,,Образование,[],"['Русский', 'Английский']",1,"[""['Холодные звонки'"", "" 'Управление персоналом'"", "" 'Рекрутмент'"", "" 'Организаторские навыки'"", "" 'Ведение переговоров'"", "" 'Работа в команде'"", "" 'Деловая переписка'"", "" 'Подбор персонала'"", "" 'Грамотная речь'"", "" 'Пользователь ПК'"", "" 'Обучение персонала'"", "" 'Деловое общение'"", "" 'Телефонные переговоры'"", "" 'Мотивация персонала'"", "" 'Проведение презентаций'"", "" 'Организация мероприятий'"", "" 'Умение работать в команде']""]","Нацелен на карьерный рост. Молодой и амбициозный. Работаю на результат, т.к. он приносит деньги.
Предпочтительно развитие в сфере IT.
Люблю подбирать персонал и профессию HR."
168,25,Женщина,Турция,Project manager,Руководитель проектов,,Высшее образование (Магистр),,"['Русский', 'Английский', 'Украинский']",1,"[""['Постановка задач разработчикам'"", "" 'Работа в команде'"", "" 'Управление проектами'"", "" 'Организаторские навыки'"", "" 'Организация встреч'"", "" 'Оптимизация бизнес процессов'"", "" 'Автоматизация процессов управления персоналом'"", "" 'Умение работать в команде'"", "" 'Грамотная речь'"", "" 'CRM'"", "" 'Контроль исполнения решений'"", "" 'Деловая переписка'"", "" 'Пользователь ПК'"", "" 'Проведение презентаций']""]",
